,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,year,month,day,Data Value
10040,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Winter 2021-22,2021,12,1,6.6
13715,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2018,2018,1,1,31.1
6751,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Winter 2019-20,2019,12,1,6.7
4294,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2020,2020,6,1,13.0
1969,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Annual Average 2011,2010,12,1,11.5
13530,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503.0,Willowbrook,2013,2013,1,1,0.0
386,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Annual Average 2012,2011,12,1,24.0
13179,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Summer 2012,2012,6,1,10.2
15513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,Summer 2014,2014,6,1,8.1
13186,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2009,2009,6,1,25.0
3084,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Winter 2009-10,2009,12,1,9.1
1786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2015-16,2015,12,1,25.7
13545,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2010-11,2010,12,1,40.1
1827,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2009,2008,12,1,11.4
13388,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,Winter 2020-21,2020,12,1,6.4
6472,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403.0,Flushing - Clearview,2012-2014,2012,1,2,39.2
9619,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Annual Average 2009,2008,12,1,34.8
5370,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Summer 2013,2013,6,1,15.9
14348,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2016,2016,6,1,16.0
5948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2018,2018,6,1,7.9
15639,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Citywide,1.0,New York City,2005,2005,1,1,3.2
2257,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205.0,Sunset Park,2015-2017,2015,1,1,34.4
12752,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,410.0,Rockaways,2009-2011,2009,1,1,69.8
5212,386,Ozone (O3),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2010,2010,6,1,31.9
1561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Annual Average 2009,2008,12,1,28.4
13875,386,Ozone (O3),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Summer 2010,2010,6,1,30.7
3408,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Annual Average 2010,2009,12,1,10.7
8430,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Summer 2011,2011,6,1,11.1
15320,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Winter 2019-20,2019,12,1,15.4
9048,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2009-2011,2009,1,1,2.9
12552,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,104.0,Pelham - Throgs Neck,2014,2014,1,1,1.0
462,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2012,2012,6,1,10.1
6142,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Summer 2009,2009,6,1,12.3
13459,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2017,2017,1,1,21.8
512,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Winter 2013-14,2013,12,1,16.4
15541,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,316.0,Brownsville (CD16),2011,2011,1,1,1.3
5001,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2012,2012,6,1,11.8
15868,386,Ozone (O3),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Summer 2018,2018,6,1,31.0
16370,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2019,2019,1,1,8.4
3144,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Annual Average 2010,2009,12,1,28.7
8614,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,2017-2019,2017,1,1,6.0
7875,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,301.0,Washington Heights,2009-2011,2009,1,1,12.5
2281,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Summer 2015,2015,6,1,8.9
2082,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3.0,Manhattan,2005-2007,2005,1,1,59.9
11967,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Annual Average 2020,2020,1,1,14.2
10736,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,502.0,Stapleton - St. George,2005-2007,2005,1,1,25.9
7998,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Annual Average 2021,2021,1,1,13.9
3251,386,Ozone (O3),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Summer 2021,2021,6,1,32.3
4504,386,Ozone (O3),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2010,2010,6,1,22.5
6598,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2005,2005,1,1,105.5
2983,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),Summer 2009,2009,6,1,10.8
437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Annual Average 2009,2008,12,1,22.5
3605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Winter 2016-17,2016,12,1,8.0
10755,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2005-2007,2005,1,1,1.3
3233,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Winter 2020-21,2020,12,1,7.7
1591,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2009-10,2009,12,1,29.4
6493,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Annual Average 2009,2008,12,1,11.4
14857,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2014,2014,6,1,19.5
419,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2013,2013,6,1,11.0
4103,386,Ozone (O3),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,Summer 2019,2019,6,1,31.3
6439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2011,2011,6,1,13.1
6408,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2014-15,2014,12,1,22.7
10819,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),Summer 2009,2009,6,1,10.7
15198,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,Winter 2018-19,2018,12,1,8.2
52,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Winter 2010-11,2010,12,1,33.7
11879,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,Summer 2013,2013,6,1,10.0
1691,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2011,2010,12,1,26.8
9313,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Winter 2012-13,2012,12,1,22.6
2095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Annual Average 2016,2015,12,31,26.3
11087,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2015,2015,1,1,20.9
6371,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106.0,High Bridge - Morrisania,2005-2007,2005,1,1,308.0
4440,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Annual Average 2018,2018,1,1,18.1
6554,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2020,2020,1,1,6.0
10632,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Summer 2020,2020,6,1,6.0
12092,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2.0,Brooklyn,2005-2007,2005,1,1,47.8
11564,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503.0,Willowbrook,2009-2011,2009,1,1,4.7
10630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2010,2009,12,1,19.6
8488,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Winter 2021-22,2021,12,1,24.0
11199,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,1.0,Bronx,2005-2007,2005,1,1,34.1
3138,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Summer 2014,2014,6,1,15.8
222,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2021,2021,1,1,6.2
1279,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Winter 2017-18,2017,12,1,18.9
13749,386,Ozone (O3),Mean,ppb,CD,318.0,Flatlands and Canarsie (CD18),Summer 2021,2021,6,1,32.2
17734,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,408.0,Jamaica,2015,2015,1,1,0.4
3565,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310.0,Lower Manhattan,2017-2019,2017,1,1,18.0
3750,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter 2012-13,2012,12,1,25.3
13912,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2020-21,2020,12,1,6.6
546,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,Annual Average 2021,2021,1,1,6.3
6829,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2015-2017,2015,1,1,124.9
3887,386,Ozone (O3),Mean,ppb,UHF42,206.0,Borough Park,Summer 2018,2018,6,1,30.4
109,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2022,2022,6,1,13.5
130,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2018,2018,1,1,6.9
10193,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,2005-2007,2005,1,1,24.3
14448,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,308.0,Greenwich Village - SoHo,2005,2005,1,1,10.5
15522,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Winter 2015-16,2015,12,1,25.2
6268,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101.0,Financial District (CD1),2010,2010,1,1,92.7
5065,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2014,2014,6,1,8.9
440,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,Annual Average 2009,2008,12,1,14.7
10171,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Summer 2015,2015,6,1,8.9
2622,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Annual Average 2009,2008,12,1,10.0
376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Annual Average 2013,2012,12,1,25.4
774,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409.0,Southeast Queens,2012-2014,2012,1,2,53.8
16895,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,Winter 2017-18,2017,12,1,8.4
2356,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Winter 2016-17,2016,12,1,8.4
4033,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2018,2018,1,1,7.0
1657,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,105.0,Crotona -Tremont,2013,2013,1,1,16.9
16610,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303.0,East Harlem,Annual Average 2010,2009,12,1,27.1
15091,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2015-2017,2015,1,1,35.7
8706,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,306.0,Chelsea - Clinton,2012-2014,2012,1,2,11.8
7208,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Winter 2009-10,2009,12,1,26.9
2075,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2009,2009,6,1,10.9
11293,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2010,2010,1,1,91.5
10028,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,208.0,Canarsie - Flatlands,2012-2014,2012,1,2,13.1
13253,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2016,2015,12,31,7.6
15034,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Annual Average 2020,2020,1,1,16.8
10158,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,409.0,Southeast Queens,2005-2007,2005,1,1,4.3
11902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),Winter 2015-16,2015,12,1,10.2
5076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Winter 2020-21,2020,12,1,18.0
1622,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2016,2016,6,1,32.1
3608,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2018,2018,6,1,8.4
16539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Winter 2008-09,2008,12,1,25.3
15853,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Winter 2008-09,2008,12,1,12.2
9730,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2005-2007,2005,1,1,79.7
7538,386,Ozone (O3),Mean,ppb,Borough,2.0,Brooklyn,2-Year Summer Average 2009-2010,2009,6,1,28.0
4311,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2017,2017,6,1,16.3
15977,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2019,2019,1,1,53.5
13827,386,Ozone (O3),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2011,2011,6,1,31.6
6342,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Summer 2022,2022,6,1,7.0
10434,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2016-17,2016,12,1,25.1
3758,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Annual Average 2010,2009,12,1,24.0
6416,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2005,2005,1,1,45.2
16660,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,2009-2011,2009,1,1,17.1
2096,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Annual Average 2018,2018,1,1,24.8
3368,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Summer 2020,2020,6,1,7.3
17542,643,Annual vehicle miles traveled,Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2005,2005,1,1,88.8
8746,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),Annual Average 2015,2015,1,1,8.5
15984,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2016,2015,12,31,24.0
3316,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Winter 2016-17,2016,12,1,8.2
11507,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101.0,Kingsbridge - Riverdale,2009-2011,2009,1,1,22.3
15053,386,Ozone (O3),Mean,ppb,UHF42,408.0,Jamaica,Summer 2015,2015,6,1,32.0
11645,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Winter 2021-22,2021,12,1,7.3
11067,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,404.0,Bayside - Little Neck,2005,2005,1,1,1.9
5213,386,Ozone (O3),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2011,2011,6,1,39.1
7854,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,2015-2017,2015,1,1,15.6
15659,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310.0,Union Square-Lower Manhattan,Winter 2010-11,2010,12,1,14.3
3736,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Annual Average 2009,2008,12,1,25.6
8786,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Annual Average 2011,2010,12,1,9.4
13580,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Summer 2013,2013,6,1,15.0
10813,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2005,2005,1,1,38.5
17908,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,Winter 2008-09,2008,12,1,13.3
16960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Winter 2017-18,2017,12,1,7.8
12509,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2011,2011,1,1,2.7
10653,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),Winter 2018-19,2018,12,1,6.8
8507,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,5.0,Staten Island,2005-2007,2005,1,1,55.3
11429,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305.0,Upper East Side,2009-2011,2009,1,1,9.4
4725,386,Ozone (O3),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Summer 2010,2010,6,1,33.0
7058,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Winter 2010-11,2010,12,1,11.5
15195,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307.0,Upper East Side-Gramercy,Winter 2021-22,2021,12,1,25.1
12495,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,105.0,Crotona -Tremont,2005,2005,1,1,3.0
1614,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102.0,Northeast Bronx,2005-2007,2005,1,1,152.6
17214,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2015-16,2015,12,1,21.6
7132,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Winter 2011-12,2011,12,1,17.0
9570,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101.0,Kingsbridge - Riverdale,2012-2014,2012,1,2,34.4
11575,386,Ozone (O3),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2012,2012,6,1,34.1
16790,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Winter 2013-14,2013,12,1,11.9
5438,386,Ozone (O3),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2022,2022,6,1,33.4
3781,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,Summer 2013,2013,6,1,9.6
12290,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019,2019,1,1,3.2
7011,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303.0,East Harlem,2012-2014,2012,1,2,154.9
15568,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,111.0,East Harlem (CD11),2011,2011,1,1,2.1
14916,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2005-2007,2005,1,1,36.6
1073,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2017-18,2017,12,1,25.3
5637,386,Ozone (O3),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2014,2014,6,1,29.7
9329,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,208.0,Canarsie - Flatlands,2009-2011,2009,1,1,12.5
15511,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Winter 2021-22,2021,12,1,21.0
5038,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Annual Average 2016,2015,12,31,7.6
6543,386,Ozone (O3),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Summer 2011,2011,6,1,33.0
2817,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Annual Average 2013,2012,12,1,25.4
3019,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Summer 2019,2019,6,1,10.1
3219,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2009,2008,12,1,25.1
14112,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308.0,Chelsea-Village,Annual Average 2010,2009,12,1,12.7
13737,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Winter 2014-15,2014,12,1,10.3
4302,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Summer 2018,2018,6,1,18.4
9051,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2012-2014,2012,1,2,17.9
3894,386,Ozone (O3),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2009,2009,6,1,29.6
17574,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2010,2010,1,1,15.0
17510,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Winter 2008-09,2008,12,1,28.3
7691,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2017-2019,2017,1,1,4.0
1607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Winter 2017-18,2017,12,1,21.3
11289,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2010,2010,1,1,49.6
11630,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2019,2019,1,1,6.5
2763,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Annual Average 2022,2022,1,1,5.8
5651,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,302.0,Central Harlem - Morningside Heights,2005,2005,1,1,4.2
7607,386,Ozone (O3),Mean,ppb,UHF34,206.0,Borough Park,Summer 2018,2018,6,1,30.4
5624,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2020,2020,6,1,6.8
17402,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2005,2005,1,1,52.4
5993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Annual Average 2017,2017,1,1,21.0
7553,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Winter 2016-17,2016,12,1,24.3
3360,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Annual Average 2012,2011,12,1,25.3
